uid,term,estimate,std.error,statistic,p.value,conf.low,conf.high,NRMSE,R2_flipped
93,unionunion,14.431290499615786,2.2571123564136655,6.393696112915584,2.043070871536912e-10,10.00454631887802,18.85803468035355,0.09492671670993276,0.644112483368185
94,unionunion,15.602763679004385,2.2493843301171346,6.9364596659175115,5.530537334816391e-12,11.191177578724385,20.014349779284384,0.09464371429636292,0.6497870306691546
95,unionunion,13.001936953155926,2.339189692473017,5.558308073515037,3.11825027678303e-8,8.414220841212163,17.58965306509969,0.09794223170201391,0.6937390143268802
96,unionunion,16.42069206728092,2.422124009126897,6.779459683073819,1.6146301404080745e-11,11.670323389952038,21.171060744609804,0.09970662999423913,0.753752753350029
97,unionunion,11.230202136523511,2.1953672059984846,5.115409443048437,3.454068071318567e-7,6.924552127644469,15.535852145402554,0.09173400295733604,0.5919061509504865
98,unionunion,12.439655654101243,2.1917204639986223,5.675749192671252,1.5989820931989086e-8,8.141159306954677,16.73815200124781,0.09145242942555425,0.5984193123912965
99,unionunion,9.886580739663245,2.28248270919144,4.33150301636481,1.560047865796807e-5,5.41007757740105,14.363083901925439,0.09482178259567658,0.6413531487456839
100,unionunion,13.311988808623704,2.377326377866257,5.599562993353791,2.4697556597305765e-8,8.649475806543837,17.974501810703572,0.09696110066532658,0.7044034837957387
101,unionunion,10.886541141711715,2.1872139221419706,4.977355452753504,7.042155072189747e-7,6.596883218090083,15.176199065333348,0.09161330234247891,0.5925140197296573
102,unionunion,12.103644021317958,2.182912593049609,5.5447222485480845,3.36626635274982e-8,7.822423553544953,16.384864489090965,0.09132438406967837,0.5989483331228291
103,unionunion,9.540699136043804,2.2738562613078006,4.195823323747168,2.8470624696196864e-5,5.08111610112037,14.000282170967239,0.09465400820685929,0.6419452494820315
104,unionunion,13.010596781180082,2.3671820776803187,5.496238292717053,4.415892564807026e-8,8.367980839162467,17.653212723197697,0.09671980360443196,0.7047058484557991
105,unionunion,11.345947737084886,2.2506204218668975,5.041253348120508,5.075229762866682e-7,6.931934261772279,15.759961212397494,0.09365023000547744,0.622093464769916
106,unionunion,12.41351750521607,2.2436062234665375,5.53284144756751,3.598542508625192e-8,8.013262123433341,16.813772886998798,0.09334731023766696,0.6270890741777765
107,unionunion,9.98746529083006,2.3376955359368723,4.272355033961858,2.0320595805656065e-5,5.402677971474907,14.572252610185213,0.09664004551953458,0.6727711492270126
108,unionunion,13.278623074394767,2.421771126001146,5.483021467978507,4.753296726369573e-8,8.528944820447943,18.02830132834159,0.09842185082287443,0.7309897268660489
109,unionunion,11.966158038569368,2.2420377008247807,5.337179671049851,1.0597663736629862e-7,7.568978909706447,16.36333716743229,0.09387455047966167,0.6241099303400862
110,unionunion,13.018486424358903,2.2349859337377307,5.824862800181983,6.7209888176571735e-9,8.63513905788852,17.401833790829286,0.09358059269455311,0.6290361449979233
111,unionunion,10.624930860259939,2.328752620732259,4.562498723852862,5.385409608902314e-6,6.057684367492706,15.192177353027173,0.09686043835710943,0.674907352391912
112,unionunion,13.890658054547316,2.4119117603536466,5.759189984840323,9.868327622746871e-9,9.16031805721778,18.620998051876853,0.0986466963796614,0.7329318467229962
113,unionunion,13.177286994933608,2.193227811729847,6.008170662645569,2.2526166037871627e-9,8.875834372649324,17.47873961721789,0.09237267917897647,0.603481246731681
114,unionunion,14.529302001119452,2.188678607771325,6.638389916879694,4.150084788128535e-11,10.236772981495726,18.82183102074318,0.0921293239534105,0.6108214095134995
115,unionunion,11.764700254724708,2.2763778691791714,5.168166680063045,2.6183179353999303e-7,7.300171735834127,16.22922877361529,0.09544727998054388,0.6519098210714442
116,unionunion,15.433402397789472,2.3708504322303083,6.509648262910853,9.664108547531862e-11,10.78359192626129,20.083212869317656,0.0976229423444087,0.7171122443714563
117,unionunion,12.762958541007839,2.1914607475970063,5.823950328566347,6.757726323840472e-9,8.46497307113327,17.06094401088241,0.0923294248725299,0.6055024059213622
118,unionunion,14.115046067575049,2.186481293449367,6.4555988244049045,1.371991366250083e-10,9.826828018949644,18.403264116200454,0.09208266600482608,0.6127676887436005
119,unionunion,11.355918908236392,2.274126844427601,4.993529246647929,6.483556369784595e-7,6.895806759847775,15.816031056625008,0.09535602998823799,0.653850102608118
120,unionunion,15.042759080594548,2.3673453771250044,6.3542731136523285,2.6271382898269003e-10,10.39982449692403,19.685693664265067,0.09745216545933821,0.7187371272215155
121,unionunion,14.006608419734132,2.2622920334759455,6.191335253129715,7.324776621501519e-10,9.569705637352811,18.443511202115452,0.09475000490811658,0.6428393329811063
122,unionunion,15.197442281933348,2.2544048089085402,6.741221550752067,2.089351593355653e-11,10.776009809845574,19.61887475402112,0.09446703588855833,0.6485799900374856
123,unionunion,12.589554813012438,2.3445407263982743,5.3697317650577725,8.875807389964827e-8,7.991344030784577,17.187765595240297,0.09773690663647042,0.69231784799023
124,unionunion,16.072335401249347,2.4277867964633613,6.620159325630429,4.6808608150156464e-11,11.310860633774727,20.833810168723968,0.09950040323412732,0.7525573871480967
125,unionunion,14.409692995033453,2.254278442509971,6.392153126829059,2.0630967491635964e-10,9.98850835798214,18.830877632084764,0.09481293356643634,0.6437817077022407
126,unionunion,15.583071685297172,2.2464527297184267,6.936745865669907,5.518700887999914e-12,11.177236706517068,19.988906664077277,0.09453495144555805,0.6494503257966403
127,unionunion,13.011423057921057,2.3363628723425247,5.5690934023768826,2.9340346511302963e-8,8.429252629888026,17.593593485954088,0.0978064856625637,0.6933690945155295
128,unionunion,16.463639098114292,2.418952190576366,6.806103552708699,1.3480691208933584e-11,11.71949278277113,21.207785413457454,0.09958450501411803,0.7534065222092196
129,unionunion,10.910460293609125,2.2575602311565617,4.832854575941759,1.4566866709705487e-6,6.482833049371678,15.338087537846572,0.09358477185498201,0.6235912743219328
130,unionunion,12.069777851902693,2.2528426150217262,5.357577032422344,9.48596170357884e-8,7.651404561608551,16.488151142196834,0.09327800329566814,0.6296783292603949
131,unionunion,9.464162721244954,2.369473773783295,3.9942044625941144,6.744614339174755e-5,4.817047310550537,14.11127813193937,0.09724461975633099,0.688407861099354
132,unionunion,13.192509639569806,2.4782857336784114,5.3232399558660815,1.1430605523316409e-7,8.331989172481267,18.053030106658348,0.09959924523412338,0.7624909875624625
133,unionunion,10.559598977934527,2.250970064002919,4.691132568487518,2.9155910801612737e-6,6.144898216449564,14.974299739419491,0.09348017698378708,0.62439676981156
134,unionunion,11.723717246586856,2.2456925860342354,5.220535223518848,1.9840957857531096e-7,7.319368454646959,16.128066038526754,0.09316887907402964,0.6304081767513317
135,unionunion,9.09755604587824,2.3624500311707166,3.8508988236123365,1.2167703142296141e-4,4.464217535739661,13.730894556016821,0.09708585123474925,0.6892752001642174
136,unionunion,12.856301512720115,2.4699350010618644,5.205117344056822,2.1533991202025464e-7,8.012160563474751,17.70044246196548,0.09936108440136332,0.7630874044516605
137,unionunion,11.070439199190131,2.3234569436928028,4.764641423307483,2.0389987668860564e-6,6.5135740046537896,15.627304393726472,0.0958545793611357,0.6605569254529224
138,unionunion,12.072535381277197,2.315190176985506,5.214489721529591,2.0489329270696457e-7,7.5318849278131355,16.61318583474126,0.09554855073980575,0.6650133903512279
139,unionunion,9.598068113225203,2.436950096693486,3.938557513446048,8.500380164023856e-5,4.818616873488089,14.377519352962317,0.09936255140180575,0.7281956682756967
140,unionunion,13.192754636512891,2.5339746857595995,5.20634823648925,2.1393753129610092e-7,8.223016350136106,18.162492922889676,0.10135908697956159,0.7971434925930893
141,unionunion,11.694337130979346,2.31691770531843,5.047368365365447,4.917634250393012e-7,7.150298574720862,16.238375687237827,0.09613084640344505,0.6629756612258659
142,unionunion,12.67878402510985,2.3086456300456217,5.491871017406557,4.5250374902962855e-8,8.150970609375252,17.206597440844448,0.09582692844574857,0.6673469737770532
143,unionunion,10.24177435367405,2.4300000406557305,4.214721885728993,2.6208966845676725e-5,5.475955537167674,15.007593170180424,0.09962826036146248,0.7307755336479739
144,unionunion,13.802870464163243,2.526004622387061,5.464309266037528,5.274081215251114e-8,8.848765142025833,18.756975786300654,0.10160137195455568,0.7994378779044354
145,unionunion,13.463146073693448,2.2650017864117125,5.9439891634797295,3.3151560412054425e-9,9.02092568562896,17.905366461757936,0.09451445906068616,0.6422451704995152
146,unionunion,14.78830417715374,2.259426523555661,6.545158261611171,7.667636114039245e-11,10.357019796831334,19.219588557476147,0.09427067269292701,0.6493753749043422
147,unionunion,11.974615612510057,2.3724626030617446,5.047335876677847,4.918458928175625e-7,7.321640016161767,16.627591208858348,0.09816172637891916,0.7062719476419153
148,unionunion,16.048024802431375,2.4816715607206787,6.466619135439107,1.2778237756710967e-10,11.18086561617893,20.91518398868382,0.10064576221856547,0.7840391992383527
149,unionunion,13.038034647511559,2.265655141342445,5.7546421825637015,1.0135401162617334e-8,8.594534434356431,17.481534860666684,0.09452713729316488,0.6450844046440641
150,unionunion,14.361861283000358,2.259721125840174,6.3555901295831605,2.605829012469372e-10,9.930000673368449,18.79372189263227,0.09428773742411548,0.6521472105061072
151,unionunion,11.540816895307088,2.3727616324933,4.863875383546213,1.2481393347407012e-6,6.88725646484328,16.194377325770898,0.09812469735739904,0.7091867164073584
152,unionunion,15.620850038433453,2.4809877810036576,6.296222076561055,3.7963382215035895e-10,10.75503361787081,20.486666458996098,0.10054090472685817,0.7867485706931437
153,unionunion,14.519619416486824,2.350780104525394,6.176511103074115,8.031970356541915e-10,9.909168467914771,19.130070365058877,0.09738628186041182,0.6928354888251393
154,unionunion,15.664014521625129,2.341557103027421,6.689571867102014,2.953025976600062e-11,11.071653733630702,20.256375309619557,0.09712667036958528,0.6981892512560278
155,unionunion,13.027132493689312,2.45925222422905,5.2971925227284,1.3157810127440525e-7,8.203943058020311,17.850321929358312,0.10090175858083163,0.7599433365632313
156,unionunion,16.9222394781956,2.5560720308787492,6.620407904693485,4.673835553856641e-11,11.909164704018634,21.935314252372564,0.10297545598145741,0.8326441885048994
157,unionunion,14.908921976148822,2.3441336539762316,6.360098943530628,2.532058299753221e-10,10.311507947500862,19.50633600479678,0.09746438344434792,0.6938914849728691
158,unionunion,16.034407074872835,2.335003709617968,6.866972848405555,8.911191813173495e-12,11.454900686599718,20.613913463145952,0.0972039888352557,0.6991618882802151
159,unionunion,13.434957615085832,2.4523750258236423,5.478345470662113,4.8785540004538723e-8,8.625257719988756,18.244657510182908,0.10098855880134236,0.7611150130913653
160,unionunion,17.29031705647496,2.5484922212950623,6.784528087626877,1.5602750109130042e-11,12.292109872681625,22.2885242402683,0.10306141440715248,0.8335277286807521
161,unionunion,10.862297155523489,2.256500886683335,4.813779254254662,1.6009724672444357e-6,6.43674910313522,15.287845207911758,0.09347034069027925,0.6234636363933662
162,unionunion,12.022047812750802,2.251695031318133,5.3391101572547965,1.0487787555104142e-7,7.605926767208952,16.438168858292652,0.09316876680493522,0.6295325268285812
163,unionunion,9.435703740300518,2.368162468554948,3.984398817897904,7.026616437214066e-5,4.791161752513779,14.080245728087256,0.0970942113754699,0.6881154074560323
164,unionunion,13.183448115490853,2.4765969518368562,5.323210991482841,1.143170091090906e-7,8.326241466728245,18.04065476425346,0.09945584679427832,0.7620869739484054
165,unionunion,10.456933785369323,2.2491626579219233,4.64925635704393,3.5662597073758075e-6,6.04577933934234,14.868088231396307,0.09333377971236712,0.624467587034075
166,unionunion,11.622119738643383,2.243703019567054,5.179883272112363,2.461284446020542e-7,7.221674516255925,16.022564961030838,0.09303036909206533,0.6304476410155545
167,unionunion,9.02427154618089,2.3602471904405475,3.823443401492401,1.3594201967878568e-4,4.395254968562859,13.65328812379892,0.0968926220353936,0.6891216077284721
168,unionunion,12.814668575939692,2.4670134741015244,5.194405588160291,2.2791256725083817e-7,7.976259147265929,17.653078004613455,0.09918043764968645,0.7627378871642462
169,unionunion,11.013192885531792,2.3225058208433422,4.741944147865563,2.27817556286016e-6,6.4581946769974685,15.568191094066115,0.0957421089920227,0.660497519946673
170,unionunion,12.01520676699206,2.3141409072646852,5.192080883784227,2.3074899064165953e-7,7.4766157812433205,16.5537977527408,0.09544262679986361,0.6649342020585791
171,unionunion,9.560830012484185,2.4356933983153004,3.9253011151145456,8.978116327228503e-5,4.783845142229204,14.337814882739167,0.09919643705505345,0.7279385344864405
172,unionunion,13.173815916934913,2.5322828621835165,5.202347697277192,2.185158025033956e-7,8.207397449796256,18.140234384073572,0.10120224055042162,0.7967432242694076
173,unionunion,11.649284394977048,2.3141272838875717,5.033986019734864,5.268605971786954e-7,7.110720127971479,16.187848661982617,0.09601996886025443,0.6626870715550757
174,unionunion,12.635181968118243,2.3057545098706007,5.479847014948409,4.8379866922889874e-8,8.11304032686596,17.157323609370525,0.09572447829014313,0.6670500222771861
175,unionunion,10.229770147898687,2.4270625960915346,4.214876931634309,2.6190482543140328e-5,5.469714042737975,14.9898262530594,0.09947453187310844,0.7303873100325511
176,unionunion,13.823573963016651,2.522647642555974,5.479787874382035,4.839248707220141e-8,8.876054224151115,18.771093701882187,0.10147531453690795,0.7990213642145199
177,unionunion,13.41727549395049,2.263736813355585,5.927047444204337,3.668395444688152e-9,8.977537588069303,17.857013399831676,0.09438687426272398,0.642067910398019
178,unionunion,14.743248580267625,2.258059085776407,6.529168644494673,8.510806233115038e-11,10.314647633877346,19.171849526657905,0.0941478066976723,0.6491788726526346
179,unionunion,11.949181523037193,2.370988244639508,5.039747265745715,5.114532758081371e-7,7.299099135808432,16.599263910265954,0.09799779154530576,0.7059474172337853
180,unionunion,16.04472225677018,2.47980905698317,6.470144228075973,1.248846725627388e-10,11.181217598779732,20.908226914760625,0.10047983325833663,0.7836179944743322
181,unionunion,12.92977907918686,2.264148419534324,5.710658792344618,1.3076801301923294e-8,8.489235473982617,17.370322684391102,0.09435252212454086,0.6452413575347306
182,unionunion,14.254260185017893,2.258029461976833,6.312698937302059,3.420865019952815e-10,9.825718892583005,18.68280147745278,0.09412130440066886,0.652269037204601
183,unionunion,11.460886519820765,2.3708329817566107,4.834118053870291,1.447336367638251e-6,6.8111102728873645,16.110662766754164,0.09789570615312279,0.7090946717704524
184,unionunion,15.569660407157237,2.4782967479551083,6.282403598360072,4.141554185775368e-10,10.709123456839928,20.430197357474547,0.10031067705031858,0.7864276696027037
185,unionunion,14.46467976191597,2.3496141155299846,6.156193762333302,9.108122622840875e-10,9.856517220363063,19.072842303468878,0.09726002387894907,0.6927125852665227
186,unionunion,15.609320987162912,2.340281394315016,6.669847918750665,3.36728987163833e-11,11.019463784162664,20.19917819016316,0.09700770997119981,0.6980454975622886
187,unionunion,12.99278056153983,2.457826046846749,5.2862897185945394,1.3953042060229693e-7,8.172389897303887,17.813171225775772,0.10071893362451134,0.759639357978465
188,unionunion,16.908398299052553,2.554206059574842,6.6198254583528096,4.691200505229498e-11,11.898984901915345,21.917811696189762,0.10279411943491348,0.8322102782433382
189,unionunion,14.858587738253979,2.3413927186108414,6.346046786661933,2.7686360938117674e-10,10.266550959824702,19.450624516683256,0.09732595536827673,0.6936073133775036
190,unionunion,15.985478059367056,2.3321563568797985,6.85437664254814,9.70993988020455e-12,11.411557621516007,20.559398497218105,0.09707337464088187,0.6988676526336457
191,unionunion,13.417032530014794,2.4494780513539975,5.477506737648971,4.901024287627174e-8,8.613015986224775,18.221049073804814,0.10079778146480396,0.7607174801355676
192,unionunion,17.30454449689756,2.545137004054407,6.799062081660592,1.4139400506287156e-11,12.312919450785653,22.296169543009466,0.10288036855591821,0.833086237405028
193,unionunion,13.698212030880324,2.3866001983606258,5.739634162558828,1.1059485357710222e-8,9.017507528606163,18.378916533154484,0.09943056242949197,0.701511553125607
194,unionunion,14.964818885399067,2.381340063053043,6.284200697574093,4.096337703089756e-10,10.294432433071947,19.635205337726187,0.09910039290452358,0.7085684882729519
195,unionunion,12.303122223508261,2.5042168886129823,4.91296192412576,9.758774008437187e-7,7.391744461160368,17.214499985856154,0.10283526839503271,0.7737356719523654
196,unionunion,16.461077713171086,2.619217903008012,6.284730145692172,4.0822205689987827e-10,11.324156825170807,21.597998601171366,0.10552753877307094,0.8580626285817841
197,unionunion,13.412619669789354,2.378203890928426,5.639810665919484,1.9643289253316484e-8,8.748384012987085,18.076855326591623,0.09940043577005551,0.7018543860138398
198,unionunion,14.686789794738363,2.3723532345090006,6.190810702681065,7.348701248980035e-10,10.03403033166782,19.339549257808905,0.09906157555525957,0.7088437405506769
199,unionunion,12.004602146792763,2.4953325708466827,4.810822528044637,1.6244090238623946e-6,7.110650409914095,16.898553883671433,0.10278813708887827,0.7741028322113113
200,unionunion,16.20164011930086,2.608946424693565,6.210031745363966,6.519244027991202e-10,11.084865884924476,21.31841435367724,0.10541244947077033,0.8581705629832049
201,unionunion,14.031881619562583,2.462469717804696,5.698296112275473,1.4044639202130293e-8,9.202380202383146,18.86138303674202,0.10188880117076905,0.7469427706024648
202,unionunion,15.123018686629788,2.4533577158803634,6.164212657917698,8.66717675626001e-10,10.31138980994524,19.934647563314336,0.10157206718118597,0.7521031412780492
203,unionunion,12.61359225599327,2.582431099256674,4.8843867546452495,1.1264633320708828e-6,7.548819202801233,17.678365309185306,0.105254773142223,0.8229288624423533
204,unionunion,16.6204933242761,2.68489961075956,6.1903593183412,7.368547204242545e-10,11.35475654248868,21.886230106063522,0.10769844441209514,0.9016722188487399
205,unionunion,14.917337189991494,2.4572676596838963,6.070700980092036,1.5402892379986359e-9,10.098039966212875,19.736634413770112,0.10215129782087398,0.7515668064013503
206,unionunion,15.988572021531631,2.4480649748941974,6.5311060717343254,8.402738016919415e-11,11.18732517757271,20.789818865490552,0.10184946987758381,0.7566150566613227
207,unionunion,13.530939846471432,2.576909704299865,5.250839726317739,1.6876696250025383e-7,8.476997360540654,18.58488233240221,0.10548735204429452,0.8279234512101297
208,unionunion,17.514001960791457,2.6780467094690863,6.539841855209295,7.935634293844481e-11,12.261707215704716,22.766296705878197,0.10794333528600522,0.9064055807261553
209,unionunion,16.172455721473987,2.3891669178531845,6.769077371959406,1.7326297992315242e-11,11.486718905211006,20.85819253773697,0.10031597634746992,0.7191963374077082
210,unionunion,17.607790783173087,2.382888981371044,7.389261908896017,2.220384811082235e-13,12.934368167921063,22.28121339842511,0.10012707446995994,0.7273397037090455
211,unionunion,14.729108905751165,2.5024338983853625,5.885913276372567,4.686211779566502e-9,9.821229745070116,19.636988066432213,0.10364580319954432,0.7905622423945845
212,unionunion,19.24360762154506,2.6174722591089785,7.351981498400229,2.9129961820146204e-13,14.110112166123109,24.37710307696701,0.1065924975605726,0.8786628533270608
213,unionunion,15.790878833421221,2.3875503841413668,6.613841089305466,4.8817426969916747e-11,11.108314077978893,20.47344358886355,0.10039497081403069,0.721201457420351
214,unionunion,17.225988890717524,2.3809055578918987,7.235057616468315,6.775168447523524e-13,12.55645788854844,21.895519892886607,0.10020833419657477,0.7292768360505365
215,unionunion,14.341607400262488,2.500440833923874,5.735631575715628,1.1316454650838439e-8,9.43763884325886,19.245575957266116,0.10371583300095719,0.7925941492341803
216,unionunion,18.86692035628633,2.6144570103037905,7.216381941615502,7.742680519220303e-13,13.73934033017241,23.994500382400247,0.10661429813550348,0.8804513366563564
217,unionunion,17.501554903243083,2.4847771715939486,7.043510823956938,2.630043225704319e-12,12.628304861645393,22.374804944840772,0.10342821222848092,0.7794505932741307
218,unionunion,18.740458558892943,2.474586102627181,7.573168918631224,5.705234616874203e-14,13.887197376208505,23.59371974157738,0.10326396602712609,0.7855800749211423
219,unionunion,16.061722104303904,2.599819125760719,6.17801521080978,7.955649012125193e-10,10.962848708199632,21.160595500408178,0.10672323618360313,0.8548840467687663
220,unionunion,20.389655181924287,2.7018870400140953,7.546449899629378,6.961734240222267e-14,15.090603805446488,25.688706558402085,0.10945700998744591,0.937679605194498
221,unionunion,18.114605723942905,2.4789598052310673,7.307341444471068,4.026489298036717e-13,13.252766653809122,22.976444794076688,0.10350357591505642,0.7821694899184365
222,unionunion,19.330893754141464,2.468777227583448,7.830149086826853,8.121167361531235e-15,14.489026876548065,24.17276063173486,0.10334102944039776,0.7881766519538171
223,unionunion,16.704049513981154,2.593876911020558,6.439800378734612,1.5190145593249578e-10,11.616832020356489,21.791267007605818,0.10679292383069412,0.8579030317346013
224,unionunion,20.997979969624488,2.6949086337610058,7.791722400740457,1.0907328246030312e-14,15.712616780202605,26.28334315904637,0.10953875964154594,0.9403684621592436
225,unionunion,13.630139811041381,2.38605834923289,5.712408422628654,1.2946359417401727e-8,8.950499653124515,18.309779968958246,0.09929136181714168,0.7016287529612987
226,unionunion,14.896411946427012,2.3806983353833386,6.257160651153394,4.855191522233288e-10,10.227285718703316,19.56553817415071,0.09896581201243945,0.7086591547411482
227,unionunion,12.25371514142821,2.5032690949979584,4.89508505734107,1.0676171065477906e-6,7.344197957839672,17.163232325016747,0.10264592745405374,0.7735986987415805
228,unionunion,16.426906447308024,2.617742045484937,6.275219697693681,4.3337103832087366e-10,11.29288187562511,21.56093101899094,0.105332720871173,0.8577105071784513
229,unionunion,13.282183596127526,2.376928261614428,5.587961492412129,2.6375866708807888e-8,8.620451396472506,17.943915795782544,0.09923732705333511,0.702201992045896
230,unionunion,14.55656597996471,2.3708785031866935,6.139735106796597,1.0081758920413627e-9,9.906700454509393,19.206431505420028,0.09890466355717104,0.7091492726823961
231,unionunion,11.902594874095657,2.4935314322395326,4.7733887450560415,1.953161389863528e-6,7.012177323037868,16.793012425153446,0.10256863372525123,0.7741493899873286
232,unionunion,16.12770702793295,2.606272435824513,6.188035757985075,7.4749153787892e-10,11.01617892405634,21.239235131809558,0.10519205918176217,0.8579198987447195
233,unionunion,13.953657034573183,2.462149586920057,5.66726615990381,1.6786178306232357e-8,9.124785168698413,18.782528900447954,0.10175261883934197,0.7472050116931834
234,unionunion,15.043801874681327,2.4529260422135186,6.13300263268672,1.0509122479953637e-9,10.233021303323618,19.854582446039036,0.10144186919120277,0.7523362429744925
235,unionunion,12.554195309929227,2.581641489195313,4.862873238778913,1.2543432790604663e-6,7.490972650666227,17.61741796919223,0.1050464723692654,0.822895959725648
236,unionunion,16.574971598225424,2.6835145828672458,6.17659084248971,8.025397909523999e-10,11.311953036181192,21.837990160269655,0.10748771132207266,0.9013832386418146
237,unionunion,14.844573946462585,2.4546551053084826,6.047519227593088,1.7738913981612205e-9,10.030402264651174,19.658745628273998,0.10200574806187121,0.7513546945298265
238,unionunion,15.916810244448302,2.4453440991319457,6.509026786904342,9.701993349942195e-11,11.120901376844643,20.71271911205196,0.10171251914429214,0.7563897840032494
239,unionunion,13.491121006674645,2.5740283130675192,5.241248100568488,1.7763541336441706e-7,8.442831395210314,18.539410618138973,0.10527403019709618,0.8275381524730561
240,unionunion,17.504866573314324,2.6746305864658515,6.544779178811585,7.682523639302571e-11,12.25927350573794,22.750459640890707,0.10773908931204956,0.9059210785110466
241,unionunion,16.10468212396224,2.388380253419398,6.7429305282965215,2.0658069598642887e-11,11.420489793806205,20.78887445411828,0.1001629050980453,0.7192413311687416
242,unionunion,17.539931804858135,2.381987043062152,7.3635714585205125,2.677391482350981e-13,12.868279748994105,22.211583860722165,0.09997923751664552,0.7273557887416484
243,unionunion,14.68080712125958,2.5012879814560476,5.86929902918,5.170842015214916e-9,9.775177103282928,19.58643713923623,0.10343923514809733,0.7903716852132977
244,unionunion,19.21298097316246,2.615785428318635,7.345014145717643,3.063673130374851e-13,14.082795599302372,24.343166347022546,0.10636889195136146,0.8782673518817082
245,unionunion,15.657535195492708,2.3865985523818485,6.560607011123147,6.928100088702858e-11,10.976838855757887,20.33823153522753,0.10020782104086393,0.7216593109743955
246,unionunion,17.092476052367097,2.379753084858283,7.182457777288677,9.862851430633153e-13,12.425206964785334,21.759745139948862,0.10002959040936732,0.7296893939888002
247,unionunion,14.235690344717192,2.498941640888898,5.696687794459025,1.417204701828022e-8,9.3346637859529409,19.136716903481442,0.10346248997385576,0.7927275046154817
248,unionunion,18.78612707889607,2.612050897132669,7.192098400348246,9.206479246514061e-13,13.66326781470858,23.908986343083555,0.10634803979389035,0.8802570975653087
249,unionunion,17.423969969716293,2.484200988074754,7.013913146866511,3.233008592150626e-12,12.551851673808304,22.29608826562428,0.10327439015822934,0.7796255442367581
250,unionunion,18.66210328957514,2.4738862520024156,7.543638384533501,7.108994560530934e-14,13.810216384320018,23.51399019483026,0.10311877749005648,0.7857237171489382
251,unionunion,16.003578802457433,2.598823395532592,6.158009362993951,9.00448578902004e-10,10.906660061084793,21.100497543830073,0.10649045752521805,0.8547807374393718
252,unionunion,20.347307306696365,2.7002914420738025,7.535226379516203,7.566385607878642e-14,15.051387137139514,25.643227476253216,0.10921245630256489,0.9373289247061185
253,unionunion,18.0375262685778,2.4764197058092625,7.283711329814089,4.77465491764379e-13,13.18067065009241,22.89438188706319,0.10333243650802389,0.7819747609841128
254,unionunion,19.254757512825673,2.466123448775469,7.807702214739675,9.648696710482492e-15,14.418097028890344,24.091417996761002,0.10317885581741279,0.7879669196801061
255,unionunion,16.65926926945576,2.5910621443665316,6.429513589890625,1.6228444954940872e-10,11.577573991264785,21.740964547646733,0.10654132609125107,0.8575214776307907
256,unionunion,20.983174938929487,2.691523778682517,7.796020642700996,1.0550920638390091e-14,15.704452110376305,26.26189776748267,0.10927582483187868,0.9398708525181372
257,unionunion,11.412549155921429,2.201607805256437,5.183733964184473,2.41209215607923e-7,7.094658290752659,15.7304400210902,0.0916929466496423,0.5943399065962328
258,unionunion,12.618519460458314,2.1982176060555862,5.7403413682508875,1.1014200936898358e-8,8.307279122545642,16.929759798370988,0.09138797743932695,0.6009030797899041
259,unionunion,10.35305022326162,2.301688054633164,4.4980249180255045,7.28359928455359e-6,5.838879124326606,14.867221322196635,0.0948314176246863,0.650458004701575
260,unionunion,14.26645224179778,2.4072452868570107,5.926463879559441,3.6812061524058084e-09,9.545259351458846,18.987645132136713,0.09695016042299799,0.7216999434974227
261,unionunion,11.106981436096072,2.1948968674653697,5.0603659792554305,4.598429321214478e-7,6.8022538756820285,15.411708996510116,0.09160280789530044,0.5948986362916513
262,unionunion,12.318675361731056,2.1909787519657686,5.622453139118129,2.1686671952190984e-8,8.021633692092973,16.61571703136914,0.09128886362967824,0.6013947403149221
263,unionunion,10.039741584345757,2.294568668945301,4.375437405828664,1.279220672308089e-5,5.539534918508589,14.539948250182924,0.09470219076216865,0.651028880943178
264,unionunion,13.98613750534042,2.398810493290807,5.830447025497851,6.504352062875224e-9,9.281488947773612,18.69078606290723,0.09673964354147588,0.7220200187056433
265,unionunion,11.600738965604528,2.257903020286181,5.137837569363,3.0714426429728786e-7,7.172440987580562,16.029036943628494,0.09370116756273378,0.6251700833514646
266,unionunion,12.665597308075016,2.251204637823352,5.626142153083492,2.1235803886848567e-8,8.250438043326204,17.08075657282383,0.09337191385836371,0.6302243675931174
267,unionunion,10.53160299134839,2.3580349400809006,4.466262485061848,8.439040555063282e-6,5.906923547561396,15.156282435135383,0.09671091533242568,0.6827392594172487
268,unionunion,14.298688710605383,2.452296097425022,5.830735010188777,6.493337247729085e-9,9.489141924919092,19.108235496291673,0.09839670327076483,0.7489673566205907
269,unionunion,12.189038238770532,2.2511725565679637,5.414528621188147,6.944450751339308e-8,7.773941893158245,16.60413458438282,0.09392686196315861,0.6272891753208464
270,unionunion,13.236638182994797,2.2444518705350176,5.8974925489667704,4.3746435729749415e-9,8.83472428242867,17.638552083560924,0.0936041706470794,0.6322606988017692
271,unionunion,11.132746578389714,2.3508435578861175,4.73563906072946,2.3491969464916806e-6,6.52217280250897,15.743320354270459,0.09691431278888907,0.684943880831341
272,unionunion,14.862330237817897,2.4441146423936004,6.080864612497365,1.4473874762039963e-9,10.068830950253755,19.65582952538204,0.09858695681789112,0.7508807825213124
273,unionunion,13.34053401049707,2.198028825136124,6.069317134487938,1.5536726247303016e-9,9.02966391796537,17.651404103028767,0.09230360292365185,0.6054376122463576
