Filename,Code Path,outliers,feminity,feminity_prediction_levels,damage,predictors,covariates,back_transform,df,Model
universe_283.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_284.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_285.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_286.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + z3,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_287.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_288.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy')",masfem,,log_dam,feminity + damage + z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_289.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity * damage,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_290.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity * damage,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_291.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity * damage,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_292.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_293.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_294.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_295.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_296.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_297.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_298.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_299.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_300.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_301.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_302.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_303.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_304.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + z3,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_305.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_306.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,dam,feminity + damage + z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_307.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity * damage,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_308.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity * damage,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_309.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity * damage,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_310.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_311.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_312.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_313.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_314.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_315.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_316.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_317.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_318.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_319.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_320.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_321.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_322.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + z3,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_323.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_324.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",female,,log_dam,feminity + damage + z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_325.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity * damage,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_326.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity * damage,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_327.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity * damage,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_328.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_329.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_330.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_331.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_332.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_333.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_334.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_335.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_336.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_337.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_338.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_339.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_340.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity + damage + z3,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_341.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity + damage + z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_342.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,dam,feminity + damage + z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_343.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity * damage,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_344.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity * damage,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_345.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity * damage,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_346.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_347.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_348.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_349.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_350.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_351.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_352.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_353.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_354.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_355.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_356.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_357.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_358.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity + damage + z3,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_359.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity + damage + z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_360.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew')",masfem,,log_dam,feminity + damage + z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_361.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity * damage,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_362.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity * damage,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_363.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity * damage,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_364.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_365.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_366.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_367.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_368.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_369.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_370.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_371.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_372.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_373.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_374.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_375.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_376.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity + damage + z3,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_377.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity + damage + z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_378.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,dam,feminity + damage + z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_379.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity * damage,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_380.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity * damage,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_381.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity * damage,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_382.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_383.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_384.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_385.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_386.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_387.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_388.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_389.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_390.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_391.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_392.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_393.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_394.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity + damage + z3,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_395.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity + damage + z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_396.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",female,,log_dam,feminity + damage + z3,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_397.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",masfem,,dam,feminity * damage,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_398.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",masfem,,dam,feminity * damage,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_399.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",masfem,,dam,feminity * damage,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_400.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",masfem,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_401.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",masfem,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_402.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",masfem,,dam,feminity + damage + pressure + feminity:damage + feminity:pressure,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_403.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",masfem,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_404.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",masfem,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_405.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",masfem,,dam,feminity + damage + zwin + feminity:damage + feminity:zwin,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_406.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",masfem,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_407.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",masfem,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_408.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",masfem,,dam,feminity + damage + zcat + feminity:damage + feminity:zcat,+ post:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_409.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",masfem,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
universe_410.R,_start->Model->O,"c('Katrina', 'Audrey', 'Sandy', 'Andrew', 'Donna')",masfem,,dam,feminity + damage + z3 + feminity:damage + feminity:z3,+ year:damage,exp(mu + sigma^2/2) - 1,pred$df,ols_regression
